BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","King20061104","King, Stephen F. & Johnson, Owen A.","VBP: An approach to modelling process variety and best practice ","Information and Software Technology ",48,11,"","1104 - 1114",2006,"","","http://www.sciencedirect.com/science/article/pii/S0950584906000279","","","","","","","","","","","","","","","Business process modelling, Best practice, Unified Modelling Language, Patterns, Electronic government ","",""
7,"","Kirova20111220","Kirova, Snezana & Veselinovska, Snezana Stavreva","An attempt of integration of teaching contents of the subjects ecological education and English as a foreign language ","Procedia - Social and Behavioral Sciences ",15,,"","1220 - 1225",2011,"","3rd World Conference on Educational Sciences - 2011 ","http://www.sciencedirect.com/science/article/pii/S1877042811004459","","","","","","","","","","","","","","","integration, teaching contents, Ecological education, English language, learning ; ","",""
7,"","Kjellberg1997377","Kjellberg, A. & Abestam, L.","A Human Factor Framework for Analysis of an Assembly Work ","\{CIRP\} Annals - Manufacturing Technology ",46,1,"","377 - 380",1997,"","","http://www.sciencedirect.com/science/article/pii/S0007850607608476","","","","","","","","","","","","","","","Human Factors, Learning, Assembling ","",""
7,"","Kloot2000231","Kloot, Louise & Martin, John","Strategic performance management: A balanced approach to performance management issues in local government ","Management Accounting Research ",11,2,"","231 - 251",2000,"","","http://www.sciencedirect.com/science/article/pii/S1044500500901306","","","","","","","","","","","","","","","local government, performance measurement, strategic management ","",""
7,"","Kolers1984425","Kolers, Paul A. & Henry L. Roediger, I. I. I.","Procedures of mind ","Journal of Verbal Learning and Verbal Behavior ",23,4,"","425 - 449",1984,"","","http://www.sciencedirect.com/science/article/pii/S0022537184902822","","","","","","","","","","","","","","","","",""
7,"","Korb2015209","Korb, Werner; Geißler, Norman & Strauß, Gero","Solving challenges in inter- and trans-disciplinary working teams: Lessons from the surgical technology field ","Artificial Intelligence in Medicine ",63,3,"","209 - 219",2015,"","","http://www.sciencedirect.com/science/article/pii/S0933365715000020","","","","","","","","","","","","","","","Retrospective analysis, Literature analysis, Usability of navigated control, Development of surgical training concepts ","",""
7,"","Kreimeier2014184","Kreimeier, Dieter; Morlock, Friedrich; Prinz, Christopher; Krückhans, Björn; Bakir, Dennis Cüneyt & Meier, Horst","Holistic Learning Factories – A Concept to Train Lean Management, Resource Efficiency as Well as Management and Organization Improvement Skills ","Procedia \{CIRP\} ",17,,"","184 - 188",2014,"","Variety Management in ManufacturingProceedings of the 47th \{CIRP\} Conference on Manufacturing Systems ","http://www.sciencedirect.com/science/article/pii/S2212827114002728","","","","","","","","","","","","","","","learning factory, lean production, resource efficiency, manufacturing education ","",""
7,"","Kühl2011176","Kühl, Tim; Scheiter, Katharina; Gerjets, Peter & Gemballa, Sven","Can differences in learning strategies explain the benefits of learning from static and dynamic visualizations? ","Computers & Education ",56,1,"","176 - 187",2011,"","Serious Games ","http://www.sciencedirect.com/science/article/pii/S0360131510002290","","","","","","","","","","","","","","","Interactive learning environments, Media in education, Multimedia/hypermedia systems, Teaching/learning strategies ","",""
7,"","Kumpulainen1999449","Kumpulainen, Kristiina & Mutanen, Mika","The situated dynamics of peer group interaction: an introduction to an analytic framework ","Learning and Instruction ",9,5,"","449 - 473",1999,"","","http://www.sciencedirect.com/science/article/pii/S0959475298000383","","","","","","","","","","","","","","","","",""
7,"","Kunitz2015135","Kunitz, Silvia","Scriptlines as emergent artifacts in collaborative group planning ","Journal of Pragmatics ",76,,"","135 - 149",2015,"","","http://www.sciencedirect.com/science/article/pii/S0378216614002161","","","","","","","","","","","","","","","Conversation Analysis, Second Language Acquisition, Planning, Hypothetical discourse ","",""
7,"","Kurbel2014110","Kurbel, Karl E.","Reengineering the Teaching of \SAP\ \SCM\ – How to Make Students Understand What They are Clicking in Supply Network Planning ","Procedia Technology ",16,,"","110 - 117",2014,"","\{CENTERIS\} 2014 - Conference on \{ENTERprise\} Information Systems / ProjMAN 2014 - International Conference on Project \{MANagement\} / \{HCIST\} 2014 - International Conference on Health and Social Care Information Systems and Technologies ","http://www.sciencedirect.com/science/article/pii/S2212017314003016","","","","","","","","","","","","","","","Training in enterprise systems, supply network planning, heuristics, optimization, SAP \{SCM\} ","",""
7,"","Kurt20113980","Kurt, Sevinc","Use of constructivist approach in architectural education ","Procedia - Social and Behavioral Sciences ",15,,"","3980 - 3988",2011,"","3rd World Conference on Educational Sciences - 2011 ","http://www.sciencedirect.com/science/article/pii/S1877042811009487","","","","","","","","","","","","","","","Architectural education, design studio, constructivist instruction ","",""
7,"","Larsen2009260","Larsen, Katarina & Gunnarsson-Östling, Ulrika","Climate change scenarios and citizen-participation: Mitigation and adaptation perspectives in constructing sustainable futures ","Habitat International ",33,3,"","260 - 266",2009,"","Climate Change and Human Settlements ","http://www.sciencedirect.com/science/article/pii/S0197397508000672","","","","","","","","","","","","","","","Futures studies, Scenarios, Participation, Stakeholders, Urban development, Climate change, Open innovation process ","",""
7,"","Law20082342","Law, Chuck C. H. & Ngai, Eric W. T.","An empirical study of the effects of knowledge sharing and learning behaviors on firm performance ","Expert Systems with Applications ",34,4,"","2342 - 2349",2008,"","","http://www.sciencedirect.com/science/article/pii/S0957417407001273","","","","","","","","","","","","","","","Knowledge sharing, Learning organization, Business process improvement, Product and services offerings, Organizational performance ","",""
5,"978-0-08-043076-8","Lebas20011390","Lebas, M.","Budgeting and Anticipatory Management ","",,,"","1390 - 1397",2001,"Oxford","","http://www.sciencedirect.com/science/article/pii/B0080430767042571","International Encyclopedia of the Social & Behavioral Sciences ","","","","Smelser, Neil J. & Baltes, Paul B.","Pergamon","","","","","","","","","","",""
7,"","Lee200896","Lee, Amy H. I.; Chen, Wen-Chin & Chang, Ching-Jan","A fuzzy \AHP\ and \BSC\ approach for evaluating performance of \IT\ department in the manufacturing industry in Taiwan ","Expert Systems with Applications ",34,1,"","96 - 107",2008,"","","http://www.sciencedirect.com/science/article/pii/S0957417406002582","","","","","","","","","","","","","","","Fuzzy analytic hierarchy process (FAHP), Balanced scorecard (BSC), Performance evaluation, Information technology (IT) ","",""
7,"","Lee2013553","Lee, Sangjae; Park, Sung Bum & Lim, Gyoo Gun","Using balanced scorecards for the evaluation of “Software-as-a-service” ","Information & Management ",50,7,"","553 - 561",2013,"","","http://www.sciencedirect.com/science/article/pii/S0378720613000785","","","","","","","","","","","","","","","Software-as-a-service (Saas), Balanced scorecard (BSC), Causal relationships ","",""
7,"","LengnickHall2004307","Lengnick-Hall, Cynthia A.; Lengnick-Hall, Mark L. & Abdinnour-Helm, Sue","The role of social and intellectual capital in achieving competitive advantage through enterprise resource planning (ERP) systems ","Journal of Engineering and Technology Management ",21,4,"","307 - 330",2004,"","","http://www.sciencedirect.com/science/article/pii/S0923474804000529","","","","","","","","","","","","","","","Enterprise resource planning, Competitive advantage, Loosely coupled systems, Dual-core systems ","",""
7,"","Leung201446","Leung, Daniel; Law, Rob; Kucukusta, Deniz & Guillet, Basak Denizci","How to review journal manuscripts: A lesson learnt from the world's excellent reviewers ","Tourism Management Perspectives ",10,,"","46 - 56",2014,"","","http://www.sciencedirect.com/science/article/pii/S221197361400004X","","","","","","","","","","","","","","","Peer review process, Reviewers, Manuscript, Academic journals ","",""
7,"","Leyer201694","Leyer, Michael; Schneider, Christian & Claus, Nina","Would you like to know who knows? Connecting employees based on process-oriented knowledge mapping ","Decision Support Systems ",87,,"","94 - 104",2016,"","","http://www.sciencedirect.com/science/article/pii/S0167923616300768","","","","","","","","","","","","","","","Knowledge management, Business processes, Information system, System evaluation ","",""
7,"","Li2011409","Li, Chen; Reichert, Manfred & Wombacher, Andreas","Mining business process variants: Challenges, scenarios, algorithms ","Data & Knowledge Engineering ",70,5,"","409 - 434",2011,"","Business Process Management 2009 ","http://www.sciencedirect.com/science/article/pii/S0169023X11000127","","","","","","","","","","","","","","","Process mining, Process configuration, Process change, Process variant ","",""
7,"","Li2016211","Li, Jiajia; Wang, Botao; Wang, Guoren & Zhang, Yifei","Probabilistic threshold query optimization based on threshold classification using \ELM\ for uncertain data ","Neurocomputing ",174, Part A,,"","211 - 219",2016,"","","http://www.sciencedirect.com/science/article/pii/S0925231215011509","","","","","","","","","","","","","","","Probabilistic threshold query, Nearest neighbor query, Reverse nearest neighbor query, Extreme learning machine ","",""
7,"","Li2000229","Li, Yili","Linguistic characteristics of \ESL\ writing in task-based e-mail activities ","System ",28,2,"","229 - 245",2000,"","","http://www.sciencedirect.com/science/article/pii/S0346251X00000099","","","","","","","","","","","","","","","Computer-assisted language learning, Computer-mediated communication, English as a second language, Electronic mail, Second language writing, Writing assessment ","",""
7,"","Lin20131917","Lin, Qing-Lian; Liu, Long; Liu, Hu-Chen & Wang, Duo-Jin","Integrating hierarchical balanced scorecard with fuzzy linguistic for evaluating operating room performance in hospitals ","Expert Systems with Applications ",40,6,"","1917 - 1924",2013,"","","http://www.sciencedirect.com/science/article/pii/S0957417412011219","","","","","","","","","","","","","","","Operating room, Performance evaluation, Balanced scorecard, Fuzzy linguistic approach ","",""
7,"","Lin20161213","Lin, Yen-Ting & Lin, Yi-Chun","Effects of mental process integrated nursing training using mobile device on students’ cognitive load, learning attitudes, acceptance, and achievements ","Computers in Human Behavior ",55, Part B,,"","1213 - 1221",2016,"","","http://www.sciencedirect.com/science/article/pii/S0747563215002770","","","","","","","","","","","","","","","Nursing education, Problem-based learning, Mobile learning, Learning diagnosis ","",""
7,"","Lindblad2015178","Lindblad, Hannes & Vass, Susanna","\BIM\ Implementation and Organisational Change: A Case Study of a Large Swedish Public Client ","Procedia Economics and Finance ",21,,"","178 - 184",2015,"","8th Nordic Conference on Construction Economics and Organization ","http://www.sciencedirect.com/science/article/pii/S2212567115001653","","","","","","","","","","","","","","","building information modelling, BIM, implementation, organsiational change. ","",""
7,"","Lindert2009173","van Lindert, Paul","Transnational linking of local governments: The consolidation of the Utrecht–León municipal partnership ","Habitat International ",33,2,"","173 - 180",2009,"","City-to-City Co-operation ","http://www.sciencedirect.com/science/article/pii/S0197397508000714","","","","","","","","","","","","","","","Nicaragua, City-to-city cooperation, Decentralized development cooperation, Municipal partnerships, Transnational linking, Local governance ","",""
7,"","Liu2005441","Liu, Jianxun; Zhang, Shensheng & Hu, Jinming","A case study of an inter-enterprise workflow-supported supply chain management system ","Information & Management ",42,3,"","441 - 454",2005,"","","http://www.sciencedirect.com/science/article/pii/S037872060400045X","","","","","","","","","","","","","","","Workflow management, Supply chain, Electronic commerce, Interoperability, Agent ","",""
7,"","Loch1998306","Loch, Christoph","Operations management and reengineering ","European Management Journal ",16,3,"","306 - 317",1998,"","","http://www.sciencedirect.com/science/article/pii/S0263237398000073","","","","","","","","","","","","","","","","",""
7,"","Loukis2013412","Loukis, Euripidis N. & Charalabidis, Yannis K.","An empirical investigation of information systems interoperability business value in European firms ","Computers in Industry ",64,4,"","412 - 420",2013,"","","http://www.sciencedirect.com/science/article/pii/S0166361513000079","","","","","","","","","","","","","","","Information systems (IS), Information and communication technologies (ICT), Interoperability, Business value, Balanced scorecard, Business performance, Business processes, Innovation ","",""
7,"","Louvieris2002103","Louvieris, Panos & Lockwood, Andrew","\IT\ induced business transformation in higher education: an analysis of the UniCafé experience and its implications ","Computers & Education ",38,1–3,"","103 - 115",2002,"","","http://www.sciencedirect.com/science/article/pii/S0360131501000823","","","","","","","","","","","","","","","Distance education and e-learning, Distributed learning environments ","",""
7,"","Love20111438","Love, James H.; Roper, Stephen & Bryson, John R.","Openness, knowledge, innovation and growth in \UK\ business services ","Research Policy ",40,10,"","1438 - 1452",2011,"","","http://www.sciencedirect.com/science/article/pii/S0048733311000977","","","","","","","","","","","","","","","Open innovation, Services, Innovation value chain, Encoding linkages ","",""
7,"","Maas200437","Maas, Ger & van Eekelen, Bert","The Bollard—the lessons learned from an unusual example of off-site construction ","Automation in Construction ",13,1,"","37 - 51",2004,"","The best of \{ISARC\} 2002 ","http://www.sciencedirect.com/science/article/pii/S092658050300075X","","","","","","","","","","","","","","","Building systems, Industrialised construction, Integrated product and process design, Transportable buildings, Building in large components, Component thinking ","",""
7,"","Maican2016207","Maican, Catalin & Lixandroiu, Radu","A system architecture based on open source enterprise content management systems for supporting educational institutions ","International Journal of Information Management ",36,2,"","207 - 214",2016,"","","http://www.sciencedirect.com/science/article/pii/S0268401215001048","","","","","","","","","","","","","","","Enterprise Content Management (ECM), Open source software, Framework ","",""
7,"","DeMaio201639","Maio, Carmen De; Fenza, Giuseppe; Loia, Vincenzo; Orciuoli, Francesco & Herrera-Viedma, Enrique","A framework for context-aware heterogeneous group decision making in business processes ","Knowledge-Based Systems ",102,,"","39 - 50",2016,"","","http://www.sciencedirect.com/science/article/pii/S0950705116300090","","","","","","","","","","","","","","","Business processes, Fuzzy consensus model, Group decision making, Context awareness, Semantic web, Reinforcement learning ","",""
7,"","Malik2012639","Malik, Ashish; Sinha, Ashish & Blumenfeld, Stephen","Role of quality management capabilities in developing market-based organisational learning capabilities: Case study evidence from four Indian business process outsourcing firms ","Industrial Marketing Management ",41,4,"","639 - 648",2012,"","Green marketing and its impact on supply chain ","http://www.sciencedirect.com/science/article/pii/S0019850111000964","","","","","","","","","","","","","","","Quality management capabilities, Market orientation, India, Market-based organizational learning capabilities, Business-to-business marketing ","",""
7,"","Marjanen20141037","Marjanen, Kaarina","Reaching Out to the Positive Equilibrium of Children through Music ","Procedia - Social and Behavioral Sciences ",112,,"","1037 - 1045",2014,"","International Conference on Education &amp; Educational Psychology 2013 (ICEEPSY 2013) ","http://www.sciencedirect.com/science/article/pii/S1877042814012841","","","","","","","","","","","","","","","child-based mehodology, music, PISA, triangulation, wellbeing ","",""
7,"","Marjanovic20072742","Marjanovic, Olivera","Using process-oriented, sequencing educational technologies: Some important pedagogical issues ","Computers in Human Behavior ",23,6,"","2742 - 2759",2007,"","Including the Special Issue: Education and Pedagogy with Learning Objects and Learning Designs ","http://www.sciencedirect.com/science/article/pii/S0747563206001002","","","","","","","","","","","","","","","Pedagogical issues, Learning Designs, Workflow technology ","",""
7,"","Marple20071215","Marple, Bradley F.","Competency-Based Resident Education ","Otolaryngologic Clinics of North America ",40,6,"","1215 - 1225",2007,"","Lifelong Learning in Otolaryngology: From \{GME\} to \{MOC\} ","http://www.sciencedirect.com/science/article/pii/S0030666507001521","","","","","","","","","","","","","","","","",""
7,"","Martinho20151232","Martinho, Ricardo; Domingos, Dulce & Varajão, João","CF4BPMN: A \BPMN\ Extension for Controlled Flexibility in Business Processes ","Procedia Computer Science ",64,,"","1232 - 1239",2015,"","Conference on \{ENTERprise\} Information Systems/International Conference on Project MANagement/Conference on Health and Social Care Information Systems and Technologies, CENTERIS/ProjMAN / \{HCist\} 2015 October 7-9, 2015 ","http://www.sciencedirect.com/science/article/pii/S1877050915026447","","","","","","","","","","","","","","","Business processes, BPMN, controlled flexibility, BPMN extension ","",""
7,"","Martinsons199971","Martinsons, Maris; Davison, Robert & Tse, Dennis","The balanced scorecard: a foundation for the strategic management of information systems ","Decision Support Systems ",25,1,"","71 - 88",1999,"","","http://www.sciencedirect.com/science/article/pii/S0167923698000864","","","","","","","","","","","","","","","Balanced scorecard, Performance measurement and evaluation, Strategic decision-making, Information systems success, Multidimensional metrics, Case studies, Performance management ","",""
7,"","Martı́nez2003353","Martı́nez, A.; Dimitriadis, Y.; Rubia, B.; Gómez, E. & de la Fuente, P.","Combining qualitative evaluation and social network analysis for the study of classroom social interactions ","Computers & Education ",41,4,"","353 - 368",2003,"","Documenting Collaborative Interactions: Issues and Approaches ","http://www.sciencedirect.com/science/article/pii/S0360131503000824","","","","","","","","","","","","","","","Cooperative/collaborative learning, Evaluation methodologies, Learning communities, Post-secondary education ","",""
7,"","Mathy2015176","Mathy, Sandrine; Fink, Meike & Bibas, Ruben","Rethinking the role of scenarios: Participatory scripting of low-carbon scenarios for France ","Energy Policy ",77,,"","176 - 190",2015,"","","http://www.sciencedirect.com/science/article/pii/S0301421514005709","","","","","","","","","","","","","","","Process-oriented scenario, Climate policies, Acceptability, Policy design, France, Stakeholders ","",""
5,"978-0-7506-7608-3","McElroy2003144","McElroy, Mark W.","Chapter 9 - Sustainable Innovation and the “Learning Drive” ","",,,"","144 - 165",2003,"Boston","","http://www.sciencedirect.com/science/article/pii/B9780750676083500189","The New Knowledge Management ","","","","McElroy, Mark W.","Butterworth-Heinemann","","","","","","","","","","",""
5,"978-0-12-374369-5","McGilvray2008256","McGilvray, Danette","Chapter 5 - Other Techniques and Tools ","",,,"","256 - 277",2008,"San Francisco","","http://www.sciencedirect.com/science/article/pii/B9780123743695500076","Executing Data Quality Projects ","","","","McGilvray, Danette","Morgan Kaufmann","","","","","","","","","","",""
7,"","McKeown20033","McKeown, Ian & Philip, George","Business transformation, information technology and competitive strategies: learning to fly ","International Journal of Information Management ",23,1,"","3 - 24",2003,"","","http://www.sciencedirect.com/science/article/pii/S0268401202000658","","","","","","","","","","","","","","","Business transformation, Re-engineering and IT, Competitive strategies, Aerospace ","",""
7,"","Merchie2016348","Merchie, Emmelien & Keer, Hilde Van","From text to graphical summary: A product- and process oriented assessment to explore the development in fifth and sixth graders' dynamic construction ","Learning and Individual Differences ",49,,"","348 - 360",2016,"","","http://www.sciencedirect.com/science/article/pii/S1041608016300656","","","","","","","","","","","","","","","Elementary education, Graphical summarization, Mind maps, Pen movement analyses ","",""
7,"","Metcalfe2005463","Metcalfe, Janet & Kornell, Nate","A Region of Proximal Learning model of study time allocation ","Journal of Memory and Language ",52,4,"","463 - 477",2005,"","Special Issue on Metamemory ","http://www.sciencedirect.com/science/article/pii/S0749596X04001330","","","","","","","","","","","","","","","Metacognition, Study-time allocation, JOL, jROL, Model ","",""
7,"","Milligan1999548","Milligan, Frank","Beyond the rhetoric of problem-based learning: emancipatory limits and links with andragogy ","Nurse Education Today ",19,7,"","548 - 555",1999,"","","http://www.sciencedirect.com/science/article/pii/S0260691799903684","","","","","","","","","","","","","","","","",""
7,"","Minkowitz1993659","Minkowitz, C.","Formal process modelling ","Information and Software Technology ",35,11–12,"","659 - 667",1993,"","","http://www.sciencedirect.com/science/article/pii/095058499390081D","","","","","","","","","","","","","","","process modelling, system specification, formal model, VDM, order fulfilment process ","",""
7,"","Mohanty2001267","Mohanty, R. P. & Deshmukh, S. G.","Reengineering of materials management system: A case study ","International Journal of Production Economics ",70,3,"","267 - 278",2001,"","","http://www.sciencedirect.com/science/article/pii/S0925527300000712","","","","","","","","","","","","","","","BPR, Materials management, Organisation development, Learning organisation, Change management, Value innovation ","",""
7,"","Moldoveanu1999541","Moldoveanu, Mihnea","The common will ","The Journal of Socio-Economics ",28,5,"","541 - 554",1999,"","","http://www.sciencedirect.com/science/article/pii/S1053535799000335","","","","","","","","","","","","","","","","",""
7,"","Molenaar2002295","Molenaar, P. A.; Huijben, A. J. M.; Bouwhuis, D. & Brombacher, A. C.","Why do quality and reliability feedback loops not always work in practice: a case study ","Reliability Engineering & System Safety ",75,3,"","295 - 302",2002,"","","http://www.sciencedirect.com/science/article/pii/S095183200100117X","","","","","","","","","","","","","","","Product quality, Product reliability, Customer feedback, Service, After sales process, Information flow, Maturity index on reliability ","",""
5,"978-0-08-024623-9","Monjan197979","Monjan, Susan V. & Gassner, Suzanne M.","Seven - Process-oriented Competencies ","",,,"","79 - 95",1979,"","","http://www.sciencedirect.com/science/article/pii/B9780080246239500150","Critical Issues in Competency Based Education ","","","","Monjan, Susan V. & Gassner, Suzanne M.","Pergamon","","","","","","","","","","",""
7,"","Moore2015155","Moore, Carrie; Black, Jennifer; Glackin, Barbara; Ruppel, Margie & Watson, Elaine","Integrating Information Literacy, the \POGIL\ Method, and iPads into a Foundational Studies Program ","The Journal of Academic Librarianship ",41,2,"","155 - 169",2015,"","","http://www.sciencedirect.com/science/article/pii/S0099133314002699","","","","","","","","","","","","","","","Team-based learning, Information literacy instruction, iPads, Process Oriented Guided Inquiry Learning, Mobile technology, Inquiry-based learning ","",""
7,"","Mora201673","Mora, Manuel; O′Connor, Rory V.; Rainsinghani, Mahesh & Gelman, Ovsei","Impacts of electronic process guides by types of user: An experimental study ","International Journal of Information Management ",36,1,"","73 - 88",2016,"","","http://www.sciencedirect.com/science/article/pii/S0268401215000973","","","","","","","","","","","","","","","Electronic Process Guide (EPG), CMMI-SVC, IT Service Management (ITSM), Process-oriented intensive \{IT\} areas, Experimental research, Repeated-measures design ","",""
7,"","Motta2012228","Motta, Gianmario; Barroero, Thiago & Pignatelli, Giovanni","\SSME\ Curricula: An Overview ","Physics Procedia ",33,,"","228 - 235",2012,"","2012 International Conference on Medical Physics and Biomedical Engineering (ICMPBE2012) ","http://www.sciencedirect.com/science/article/pii/S1875389212013697","","","","","","","","","","","","","","","Service Sciences, SSME, Services Engineering, Engineering Education, Information Analysis, Business Process Analysis, Business Process Design, Business Process Modeling ","",""
5,"978-0-12-803130-8","Nadkarni2016205","Nadkarni, Prakash","Chapter 11 - Conclusions: The Learning Health System of the Future ","",,,"","205 - 216",2016,"","","http://www.sciencedirect.com/science/article/pii/B9780128031308000117","Clinical Research Computing ","","","","Nadkarni, Prakash","Academic Press","","","","","","","","","learning health system, knowledge management, business process reengineering, employer–employee relations, creative thinking ","",""
7,"","JalaliNaini2011593","Naini, Seyed Gholamreza Jalali; Aliahmadi, Ali Reza & Jafari-Eskandari, Meisam","Designing a mixed performance measurement system for environmental supply chain management using evolutionary game theory and balanced scorecard: A case study of an auto industry supply chain ","Resources, Conservation and Recycling ",55,6,"","593 - 603",2011,"","Environmental Supply Chain Management ","http://www.sciencedirect.com/science/article/pii/S0921344910002247","","","","","","","","","","","","","","","Environmental supply chain management, Performance measurement system, Balanced scorecard, Evolutionary game theory, Green Supply Chain ","",""
7,"","Narasimhan19987","Narasimhan, Ram & Jayaram, Jayanth","Reengineering service operations: a longitudinal case study ","Journal of Operations Management ",17,1,"","7 - 22",1998,"","","http://www.sciencedirect.com/science/article/pii/S0272696398000291","","","","","","","","","","","","","","","Business process reengineering, Service operations, Longitudinal case study, Participant-observation research ","",""
7,"","Näykki20141","Näykki, Piia; Järvelä, Sanna; Kirschner, Paul A. & Järvenoja, Hanna","Socio-emotional conflict in collaborative learning—A process-oriented case study in a higher education context ","International Journal of Educational Research ",68,,"","1 - 14",2014,"","","http://www.sciencedirect.com/science/article/pii/S088303551400069X","","","","","","","","","","","","","","","Case study, Collaborative learning, Conflict, Emotion regulation, Video data ","",""
7,"","Newell1998299","Newell, Sue; Swan, Jacky & Robertson, Maxine","A cross-national comparison of the adoption of business process reengineering: fashion-setting networks? ","The Journal of Strategic Information Systems ",7,4,"","299 - 317",1998,"","","http://www.sciencedirect.com/science/article/pii/S096386879800033X","","","","","","","","","","","","","","","Business process reengineering, Networking, Innovation diffusion, Professional associations, Fashion-setting ","",""
7,"","Noll200139","Noll, John & Scacchi, Walt","Specifying process-oriented hypertext for organizational computing ","Journal of Network and Computer Applications ",24,1,"","39 - 61",2001,"","","http://www.sciencedirect.com/science/article/pii/S108480450090122X","","","","","","","","","","","","","","","","",""
7,"","Norgaard2009644","Norgaard, Richard B.; Kallis, Giorgos & Kiparsky, Michael","Collectively engaging complex socio-ecological systems: re-envisioning science, governance, and the California Delta ","Environmental Science & Policy ",12,6,"","644 - 652",2009,"","Collaborative Governance and Adaptive Management: California's \{CALFED\} Water Program ","http://www.sciencedirect.com/science/article/pii/S1462901108001147","","","","","","","","","","","","","","","Deliberative processes, Integrated environmental assessment, Water management, Environmental management, Coevolution, Collaborative policy, Adaptive management, Restoration, Governance ","",""
7,"","Norreklit200065","Norreklit, Hanne","The balance on the balanced scorecard a critical analysis of some of its assumptions ","Management Accounting Research ",11,1,"","65 - 88",2000,"","","http://www.sciencedirect.com/science/article/pii/S104450059990121X","","","","","","","","","","","","","","","","",""
7,"","Oh2012368","Oh, Lih-Bin; Teo, Hock-Hai & Sambamurthy, Vallabh","The effects of retail channel integration through the use of information technologies on firm performance ","Journal of Operations Management ",30,5,"","368 - 381",2012,"","","http://www.sciencedirect.com/science/article/pii/S0272696312000277","","","","","","","","","","","","","","","Service science, Service operations management, Retail channel integration, Multichannel retailing, Service delivery system, Resource complementarities ","",""
7,"","Osman2015937","Osman, Najah & Kassim, Hafizoah","Exploring Strategic Thinking Skills in Process Oriented Task in \ESL\ Classroom ","Procedia - Social and Behavioral Sciences ",171,,"","937 - 944",2015,"","5th \{ICEEPSY\} International Conference on Education &amp; Educational Psychology ","http://www.sciencedirect.com/science/article/pii/S1877042815002426","","","","","","","","","","","","","","","strategic thinking skills, process orientation ","",""
7,"","Palviainen20111054","Palviainen, Marko; Evesti, Antti & Ovaska, Eila","The reliability estimation, prediction and measuring of component-based software ","Journal of Systems and Software ",84,6,"","1054 - 1070",2011,"","","http://www.sciencedirect.com/science/article/pii/S0164121211000380","","","","","","","","","","","","","","","Architecture, Evaluation, Prediction, Uml, Tool, Rap, ComponentBee ","",""
7,"","Patil2016","Patil, Sachin K. & Kant, R.","Evaluating the impact of Knowledge Management adoption on Supply Chain performance by BSC-FANP approach: An empirical case study ","Tékhne ",,,""," - ",2016,"","","http://www.sciencedirect.com/science/article/pii/S1645991116300597","","","","","","","","","","","","","","","Knowledge Management, Supply Chain, BSC, Fuzzy ANP, Performance measurement ","",""
7,"","Peek201561","Peek, Niels; Combi, Carlo; Marin, Roque & Bellazzi, Riccardo","Thirty years of artificial intelligence in medicine (AIME) conferences: A review of research themes ","Artificial Intelligence in Medicine ",65,1,"","61 - 73",2015,"","Artificial Intelligence in Medicine \{AIME\} 2013 ","http://www.sciencedirect.com/science/article/pii/S0933365715000871","","","","","","","","","","","","","","","Artificial Intelligence in Medicine, Literature review, History of science ","",""
7,"","Peter200670","Peter, Fisera & Manfred, Holler","The Mathematical Model of Mechanical Pulp Bleaching Process. ","\{IFAC\} Proceedings Volumes ",39,14,"","70 - 75",2006,"","1st \{IFAC\} Workshop on Applications of Large Scale Industrial Systems ","http://www.sciencedirect.com/science/article/pii/S1474667015325969","","","","","","","","","","","","","","","mechanical pulp, peroxide, chromophore groups, bleaching process, brightness, delignification, model predictive controller ","",""
5,"978-0-12-443880-4","Peter20021413","Peter, Gerhard; Krämer, Anita; Rupprecht, Christian & Berthold, Bernd","39 - Preventive Quality Management ","",,,"","1413 - 1455",2002,"Burlington","","http://www.sciencedirect.com/science/article/pii/B9780124438804500831","Expert Systems ","","","","Leondes, Cornelius T.","Academic Press","","","","","","","","","","",""
7,"","Peters2013114","Peters, Dirk & Gómez, Jorge Marx","A Conceptual Model for Adaptive \ERP\ Courses ","Procedia Technology ",9,,"","114 - 119",2013,"","\{CENTERIS\} 2013 - Conference on \{ENTERprise\} Information Systems / ProjMAN 2013 - International Conference on Project MANagement/ \{HCIST\} 2013 - International Conference on Health and Social Care Information Systems and Technologies ","http://www.sciencedirect.com/science/article/pii/S2212017313001667","","","","","","","","","","","","","","","ERP, ERP System, ERP Education, Information Systems, IS Education, ERP Learning Material, ERP Case Studies, Adaptive ERP, Conceptual Model, Adaptive Learning System ","",""
7,"","Pew1974393","Pew, Richard W.","Levels of analysis in motor control ","Brain Research ",71,2–3,"","393 - 400",1974,"","Motor Aspects of Behaviour and Programmed Nervous Activities ","http://www.sciencedirect.com/science/article/pii/0006899374909834","","","","","","","","","","","","","","","","",""
7,"","Phillips20091071","Phillips, Paul A. & Wright, Claire","E-business's impact on organizational flexibility ","Journal of Business Research ",62,11,"","1071 - 1080",2009,"","","http://www.sciencedirect.com/science/article/pii/S014829630800249X","","","","","","","","","","","","","","","E-business, Flexibility, Performance, Effectiveness, Benchmarking ","",""
